"emp_no","title","first_name","last_name","from_date","to_date"
220528,"Senior Staff","Sibyl","Rabehasaina","1998-02-23","9999-01-01"
220582,"Senior Staff","Poornachandra","Zielinski","2001-02-12","9999-01-01"
220611,"Senior Staff","Yuping","Babb","2002-01-31","9999-01-01"
220625,"Technique Leader","Shigenori","Deville","1992-12-24","9999-01-01"
220699,"Staff","Nahid","Gyimothy","1995-08-18","9999-01-01"
220799,"Senior Engineer","Perla","Orlowska","1990-12-03","9999-01-01"
221126,"Senior Engineer","Tesuya","dAstous","1995-11-30","9999-01-01"
221367,"Senior Staff","Saddek","Farris","1990-11-06","9999-01-01"
221369,"Engineer","Abdulah","Pocchiola","1996-08-28","9999-01-01"
221435,"Senior Engineer","Djenana","Marrevee","2000-02-06","9999-01-01"
221699,"Engineer","Szabolcs","Georgatos","1999-08-16","2000-02-06"
221973,"Senior Staff","Sangeeta","Kalefeld","1996-06-05","9999-01-01"
222206,"Senior Staff","Stein","Uludag","1995-01-30","9999-01-01"
222311,"Senior Engineer","Miyeon","Billingsley","1992-12-05","9999-01-01"
222319,"Senior Engineer","Matt","Chvatal","1994-11-09","9999-01-01"
222354,"Engineer","Valdiodio","Schlumberger","2001-08-07","9999-01-01"
222616,"Assistant Engineer","Badri","Schapire","1998-01-19","9999-01-01"
222701,"Senior Staff","Lein","Delaune","1990-06-30","1991-09-14"
222770,"Senior Engineer","Kazuhiko","Kushner","1995-08-01","9999-01-01"
222878,"Senior Engineer","Annemarie","Zallocco","1996-05-27","9999-01-01"
222926,"Senior Engineer","Limsoon","Erol","1997-12-31","9999-01-01"
222952,"Senior Engineer","Gopalakrishnan","Suermann","1998-04-30","9999-01-01"
222998,"Senior Staff","Leaf","Awdeh","1991-02-20","9999-01-01"
223593,"Staff","Hidefumi","Moehrke","1998-03-04","9999-01-01"
223595,"Technique Leader","Chiranjit","Dredge","1999-09-05","9999-01-01"
224135,"Engineer","Annemarie","Bressoud","1998-06-23","9999-01-01"
224335,"Senior Engineer","Perry","Chachaty","1992-07-22","9999-01-01"
224390,"Senior Staff","True","Shobatake","1996-05-17","9999-01-01"
224934,"Senior Staff","George","Miake","1996-01-02","9999-01-01"
225438,"Senior Staff","Remmert","Quaggetto","1997-04-28","9999-01-01"
225601,"Engineer","Masasuke","Genin","1999-06-25","9999-01-01"
225788,"Engineer","Ipke","Kieras","1995-12-18","9999-01-01"
225867,"Senior Engineer","Ramalingam","Remmele","1999-09-03","9999-01-01"
225964,"Senior Engineer","Mooi","Cooman","1998-06-07","9999-01-01"
226216,"Technique Leader","Giordano","Gini","1993-08-14","9999-01-01"
226227,"Senior Engineer","Herbert","Erva","1995-09-06","9999-01-01"
227354,"Senior Engineer","Gio","Murtha","1994-11-11","9999-01-01"
227476,"Senior Engineer","Macha","Schnabel","1996-05-11","9999-01-01"
227681,"Staff","Mikhail","Rousseau","1998-11-30","9999-01-01"
227899,"Staff","Garnik","Luce","1998-09-15","9999-01-01"
227901,"Senior Staff","Francesca","Azuma","2001-06-08","9999-01-01"
228098,"Engineer","IEEE","Kroll","1997-05-10","9999-01-01"
228248,"Senior Staff","Yuriy","Plump","1995-09-09","9999-01-01"
228554,"Senior Staff","Bilhanan","Brendel","1990-12-23","9999-01-01"
228575,"Engineer","Takanari","Pelc","1990-08-18","1992-09-25"
228766,"Senior Engineer","Nahla","Smailagic","1996-11-21","9999-01-01"
229098,"Senior Staff","Berry","Yurek","1995-08-16","9999-01-01"
229207,"Senior Engineer","Filipe","Erol","1997-07-11","1999-08-15"
229220,"Senior Engineer","Fabrizio","Lichtman","1992-02-09","9999-01-01"
229248,"Staff","Harjit","Terekhov","1995-10-19","9999-01-01"
229352,"Engineer","Kwangho","Petereit","1999-08-10","2000-05-06"
229364,"Staff","Dulce","Magliocco","1987-02-13","1987-02-23"
229386,"Technique Leader","Pohua","Tasistro","1989-06-02","9999-01-01"
229391,"Senior Engineer","Paloma","Henseler","1997-06-10","9999-01-01"
229404,"Staff","Gilbert","Kilgour","1996-04-05","9999-01-01"
229547,"Senior Staff","Moni","Schach","1991-07-04","9999-01-01"
229690,"Senior Staff","Mokhtar","Sherertz","1995-06-10","1995-11-08"
229727,"Engineer","Ewing","Millington","1999-09-28","9999-01-01"
229981,"Senior Engineer","Jamaludin","Fordan","2001-02-05","9999-01-01"
230002,"Senior Engineer","Tadahiro","Backhouse","1999-10-02","9999-01-01"
230126,"Senior Staff","Bezalel","Radivojevic","1995-07-03","9999-01-01"
230287,"Assistant Engineer","Renny","Alameldin","1997-09-28","9999-01-01"
230354,"Senior Staff","Yinghua","Lorho","2000-08-08","9999-01-01"
230498,"Senior Engineer","Kolar","Puppo","1998-04-25","9999-01-01"
230579,"Senior Staff","Shahar","Negoita","2000-03-18","9999-01-01"
230689,"Senior Staff","Dietrich","Crabtree","1986-05-24","9999-01-01"
230821,"Staff","Toshiki","Raney","1997-07-03","2000-03-21"
230865,"Staff","Takushi","Brattka","1999-03-09","9999-01-01"
231043,"Assistant Engineer","Torsten","Slobodova","1992-07-20","2000-04-01"
231069,"Staff","Trygve","Siksek","1995-11-09","9999-01-01"
231459,"Assistant Engineer","Nectarios","Pramanik","1999-11-18","9999-01-01"
231671,"Staff","Chandrasekaran","Pearson","1995-04-14","9999-01-01"
231798,"Senior Engineer","Goetz","Alvarado","1997-12-25","9999-01-01"
232178,"Senior Staff","Etsuo","Anandan","1996-12-13","9999-01-01"
232209,"Senior Engineer","Nitsan","Rouquie","1995-08-02","9999-01-01"
232458,"Staff","Nikolaus","Yetto","1990-09-22","1992-08-22"
232496,"Staff","Peternela","Klerer","1986-06-06","1994-06-08"
232697,"Senior Engineer","Barry","Ramsak","1999-09-07","9999-01-01"
232723,"Engineer","Tesuya","Bugrara","2002-02-13","9999-01-01"
233114,"Senior Engineer","Alselm","Gargeya","1987-12-25","9999-01-01"
233247,"Senior Engineer","Murthy","Angiulli","1991-08-02","1998-07-21"
233394,"Engineer","Khalid","Lenart","1995-12-24","9999-01-01"
233397,"Senior Staff","Fay","Sundgren","1998-07-07","9999-01-01"
233426,"Senior Engineer","Etsuo","Usery","2000-03-01","9999-01-01"
233533,"Senior Staff","Seongbae","Sluis","1995-09-23","1997-06-10"
233690,"Engineer","Cedric","Riefers","1994-09-08","9999-01-01"
233759,"Engineer","Zissis","Lodder","1999-09-25","9999-01-01"
233765,"Senior Engineer","Kotesh","Chachaty","1997-03-24","9999-01-01"
233785,"Senior Staff","Baziley","Ballarin","1995-07-28","9999-01-01"
233818,"Senior Engineer","Kellie","Heydon","1991-11-11","9999-01-01"
234195,"Senior Staff","Luerbio","Terkki","1998-05-14","9999-01-01"
234278,"Staff","Tzu","Impagliazzo","1990-11-14","1993-12-05"
234739,"Senior Engineer","Foong","Aamodt","1986-06-28","9999-01-01"
235017,"Senior Staff","Irena","Dratva","1999-09-07","9999-01-01"
235096,"Senior Staff","Sverrir","Gyimothy","1992-03-20","9999-01-01"
235269,"Staff","Keiichiro","Feldmann","1997-12-20","1998-12-30"
235325,"Senior Engineer","Gro","Prochazka","1998-10-16","9999-01-01"
235368,"Senior Engineer","Anneli","Joslin","1987-04-12","9999-01-01"
235458,"Senior Staff","Gio","Heuser","1999-06-29","9999-01-01"
235546,"Staff","Tianruo","Speer","1985-10-30","1989-03-26"
235729,"Senior Staff","Henk","Anger","2002-01-19","9999-01-01"
235780,"Senior Engineer","Sampalli","Bergere","1994-04-08","9999-01-01"
235793,"Senior Engineer","Jayesh","Spinelli","1992-07-18","9999-01-01"
236315,"Technique Leader","IEEE","Raczkowsky","1996-07-24","9999-01-01"
236559,"Senior Engineer","Berna","Nanard","1989-08-20","1991-03-18"
236566,"Senior Staff","Yechezkel","Maginnis","2000-12-11","9999-01-01"
236591,"Senior Staff","Insup","Reinhard","1993-04-08","9999-01-01"
236827,"Senior Engineer","Almudena","Rijckaert","1999-02-16","9999-01-01"
236883,"Staff","Huan","Olivero","1999-11-19","9999-01-01"
236964,"Staff","Adel","Foote","1998-08-19","9999-01-01"
237289,"Staff","Brendon","Fritzsche","1998-01-19","1999-12-18"
237400,"Technique Leader","Guadalupe","Perri","1996-06-27","1999-08-21"
237590,"Staff","Annemarie","Irland","1991-07-30","1996-09-04"
238112,"Technique Leader","Miomir","Frezza","1991-05-25","9999-01-01"
238252,"Staff","Uno","Suppi","1996-12-27","9999-01-01"
238422,"Senior Staff","Vishv","Angelov","1996-03-08","9999-01-01"
238949,"Senior Staff","Minghong","Cronin","1987-10-04","9999-01-01"
239067,"Staff","Tadahiko","Pocchiola","1996-04-02","9999-01-01"
239244,"Senior Staff","Abdulla","Kitai","1996-02-20","9999-01-01"
239415,"Senior Engineer","Susumu","Brender","2001-04-17","9999-01-01"
239426,"Engineer","Vesna","Fairtlough","1994-08-09","9999-01-01"
239581,"Staff","Guangming","Marquardt","1997-06-06","2001-03-21"
239664,"Senior Engineer","Sugwoo","Michaels","1999-08-03","9999-01-01"
239706,"Assistant Engineer","Arunas","Bugrara","1997-04-03","9999-01-01"
239748,"Senior Staff","Bilhanan","Dusink","1996-06-04","9999-01-01"
239803,"Senior Staff","Oscal","Ernst","1997-05-19","9999-01-01"
240011,"Technique Leader","Heather","Luef","1989-02-24","1992-07-14"
240132,"Senior Staff","Mizuhito","Kobara","2001-08-09","9999-01-01"
240236,"Senior Engineer","True","Tischendorf","1992-01-19","9999-01-01"
240253,"Engineer","Shrikanth","Ramaiah","1995-05-12","2000-10-15"
240285,"Staff","Kolar","Greenaway","1998-11-14","9999-01-01"
240340,"Senior Engineer","Mack","Staylopatis","1991-04-02","9999-01-01"
240438,"Senior Staff","Temple","Cyre","1999-10-01","9999-01-01"
240870,"Senior Staff","Francesca","Chorvat","1993-03-03","9999-01-01"
241100,"Senior Engineer","Cedric","Molenaar","1999-10-06","9999-01-01"
241254,"Senior Engineer","Jagoda","Anguita","1993-05-11","9999-01-01"
241292,"Senior Staff","Uri","Lampe","1994-10-17","9999-01-01"
241567,"Senior Engineer","Emran","Miara","1995-05-02","9999-01-01"
241667,"Senior Engineer","Atilio","Olivero","1992-09-04","9999-01-01"
241728,"Senior Engineer","Limsoon","Boudaillier","1995-08-12","9999-01-01"
241872,"Senior Staff","Bluma","Fetvedt","1997-02-02","9999-01-01"
241917,"Staff","Wuxu","Poupard","1994-02-15","1995-09-25"
241952,"Staff","Maya","Anandan","1996-06-28","1997-11-07"
242019,"Senior Engineer","Herb","Murrill","1999-09-27","9999-01-01"
242081,"Engineer","Tomokazu","Pargas","2001-11-15","9999-01-01"
242104,"Senior Staff","Richara","Sudkamp","1994-09-05","9999-01-01"
242237,"Senior Staff","Hidde","Papsdorf","1998-11-07","1998-11-23"
242314,"Engineer","Miyeon","Burnard","1985-02-07","1985-12-13"
242500,"Senior Staff","Bingning","Iisaku","1997-06-26","9999-01-01"
242611,"Engineer","Frazer","Flanders","1995-08-25","2000-09-25"
242800,"Engineer","Kazuyasu","Levergood","1996-02-10","9999-01-01"
242867,"Engineer","Paddy","Nittel","1999-11-10","2000-04-14"
243018,"Senior Staff","Bowen","Deverell","1998-12-27","9999-01-01"
243077,"Senior Engineer","Kazunori","Perz","1999-02-25","9999-01-01"
243576,"Senior Staff","Abdulah","Lodder","2001-11-10","9999-01-01"
243637,"Senior Staff","Marjo","Delgrange","1996-06-23","9999-01-01"
243898,"Staff","Arch","Basawa","1998-05-10","9999-01-01"
244308,"Senior Staff","Mokhtar","Rebaine","2000-07-22","9999-01-01"
244605,"Senior Staff","Masoud","Suwa","1997-11-25","9999-01-01"
244624,"Senior Staff","Boaz","Seuren","1994-03-27","9999-01-01"
244711,"Engineer","Rosli","Butner","1997-03-19","9999-01-01"
244714,"Senior Engineer","Poorav","Clouatre","1996-05-06","9999-01-01"
244820,"Senior Engineer","Shigenori","Hertweck","1994-04-13","9999-01-01"
244873,"Senior Staff","Arunachalam","Oppitz","1994-05-20","9999-01-01"
245164,"Senior Engineer","Filipp","Winter","2001-10-24","9999-01-01"
245396,"Senior Staff","Gift","Bottner","2002-03-04","9999-01-01"
245664,"Staff","Manohar","Kilgore","1998-11-17","9999-01-01"
246146,"Senior Engineer","Zhongwei","Melski","1993-09-03","9999-01-01"
246244,"Staff","George","Casperson","2000-01-20","9999-01-01"
246364,"Engineer","Alper","Tiemann","1998-10-29","9999-01-01"
246764,"Staff","Shuzo","Czaja","1997-11-29","9999-01-01"
246798,"Senior Staff","Tianruo","Strooper","1999-10-28","9999-01-01"
246902,"Staff","Shih","Shanbhogue","1998-04-19","9999-01-01"
247089,"Senior Staff","Seongbae","Schahn","1997-12-10","9999-01-01"
247122,"Senior Staff","Xiaobin","Narlikar","1999-02-14","9999-01-01"
247447,"Senior Engineer","Tzu","Bakhtari","1999-03-18","9999-01-01"
247456,"Engineer","Masako","Bahk","1997-07-31","9999-01-01"
247612,"Engineer","Chiranjit","Constantine","1997-05-25","9999-01-01"
247875,"Senior Staff","Xiong","Anick","1991-04-23","9999-01-01"
247888,"Senior Engineer","Abdelghani","Lagarias","1992-09-06","9999-01-01"
248094,"Staff","Valeska","Lupu","1998-09-21","2002-04-06"
248256,"Staff","Sajjan","Falby","1996-08-29","9999-01-01"
248351,"Senior Staff","Jaana","Milicia","1985-06-02","9999-01-01"
248758,"Senior Staff","Snehasis","Muhlberg","1999-07-16","9999-01-01"
248953,"Assistant Engineer","Percy","Sudbeck","1996-08-29","9999-01-01"
249239,"Senior Engineer","Hideyuki","Decleir","1994-05-04","9999-01-01"
249325,"Staff","Ute","Pokrovskii","1997-06-09","9999-01-01"
249433,"Senior Engineer","Ayonca","Matzov","1997-06-03","9999-01-01"
249451,"Engineer","Gopalakrishnan","Pehl","1995-03-15","2001-06-10"
249504,"Senior Engineer","Dmitry","Velardi","2000-02-29","9999-01-01"
249780,"Senior Engineer","Nechama","Gaughan","1996-01-16","9999-01-01"
249799,"Senior Engineer","Jolita","Neimat","1999-12-27","9999-01-01"
249866,"Senior Staff","Steen","Gubsky","1998-01-14","9999-01-01"
249969,"Senior Engineer","Georgi","Luiz","1999-06-10","9999-01-01"
250411,"Senior Staff","Ranga","Sommen","1996-01-21","9999-01-01"
250452,"Senior Engineer","Alexius","Plavsic","2000-01-17","9999-01-01"
250748,"Senior Engineer","Kish","Turnbull","1994-02-10","9999-01-01"
251166,"Senior Staff","Hinrich","Hooghiemstra","1993-10-05","9999-01-01"
251233,"Senior Engineer","Yucel","Bernini","1998-02-19","9999-01-01"
251301,"Senior Staff","Pintsang","Impagliazzo","1989-05-06","9999-01-01"
251341,"Senior Staff","Divier","Kumaresan","1998-12-05","9999-01-01"
251403,"Technique Leader","Utpal","DuBourdieux","1997-11-19","9999-01-01"
251437,"Engineer","Shichao","Iwayama","1996-10-17","9999-01-01"
251645,"Senior Staff","Bezalel","Tsunoo","2001-06-17","9999-01-01"
251680,"Senior Engineer","Moty","Sommen","1990-08-14","9999-01-01"
251814,"Technique Leader","Mitsuyuki","Zockler","1998-09-14","9999-01-01"
252185,"Engineer","Chaosheng","Conta","2002-04-14","9999-01-01"
252241,"Senior Staff","Zito","Alvarado","1986-07-07","2000-09-18"
252316,"Senior Engineer","Gill","Niizuma","1999-10-08","9999-01-01"
252318,"Technique Leader","Keung","Simmel","1995-11-17","2002-06-24"
252392,"Senior Engineer","Sanjeeva","Peron","1999-12-26","9999-01-01"
252592,"Senior Engineer","Sachem","McDermid","1987-04-30","1987-12-02"
253029,"Engineer","Thodoros","Thimonier","1995-04-05","9999-01-01"
253707,"Staff","Insup","Hainaut","1998-02-11","9999-01-01"
253838,"Assistant Engineer","Stafford","Terlouw","1999-02-21","9999-01-01"
253893,"Senior Engineer","Huiqun","Trystram","1993-05-10","9999-01-01"
254044,"Senior Engineer","Gunilla","Brendel","2000-04-10","9999-01-01"
254399,"Technique Leader","Armond","Lores","1999-09-16","9999-01-01"
254591,"Staff","Mamdouh","Lodder","1986-03-23","1991-12-09"
254787,"Senior Engineer","Mohan","Chepyzhov","1995-04-06","1996-05-26"
254821,"Staff","Tonny","Couchot","1994-12-12","9999-01-01"
254916,"Senior Staff","Serenella","Couchot","1997-03-15","2001-04-13"
255466,"Senior Engineer","Huan","Roccetti","1985-07-03","9999-01-01"
255657,"Senior Engineer","Oldrich","Cyre","1994-02-10","9999-01-01"
255779,"Technique Leader","Heejo","Merle","1997-09-04","9999-01-01"
256078,"Staff","Duke","Picaronny","1995-03-23","1995-04-05"
256216,"Engineer","Halsur","Brodal","1997-11-22","9999-01-01"
256837,"Staff","Bezalel","Jording","1991-01-16","1998-11-19"
256856,"Senior Staff","Hongzue","Barbanera","1995-06-17","9999-01-01"
256881,"Senior Engineer","Ioana","Jakobus","1999-08-10","9999-01-01"
256888,"Staff","Heather","Pehl","1993-09-15","9999-01-01"
257062,"Senior Engineer","Stabislas","Pardalos","1997-06-21","9999-01-01"
257378,"Senior Staff","Pascal","Bernatsky","1995-09-04","9999-01-01"
257469,"Senior Staff","Anyuan","Hanratty","1996-01-06","9999-01-01"
257484,"Senior Staff","Shaowei","Nicolson","1995-12-07","9999-01-01"
257624,"Senior Staff","Adhemar","Dalphin","1995-06-02","2000-08-26"
257799,"Senior Engineer","Sushant","Riefers","1993-12-04","1998-01-08"
258028,"Engineer","Mountaz","Reinhart","2000-01-21","9999-01-01"
258124,"Senior Staff","Mariusz","Zolotykh","1990-07-28","9999-01-01"
258363,"Staff","Tayeb","Veevers","1986-10-10","1991-05-24"
258376,"Engineer","Jaber","Falco","1995-10-01","1995-10-11"
258470,"Staff","Weiwu","Butner","1995-02-14","9999-01-01"
258643,"Senior Engineer","Przemyslawa","Esposito","2001-02-26","9999-01-01"
259042,"Staff","Xiaoqiang","Farrow","1997-01-01","9999-01-01"
259237,"Senior Staff","Palash","Gammage","1994-10-23","9999-01-01"
259273,"Senior Engineer","Xiahua","Gomatam","1989-12-01","9999-01-01"
259611,"Senior Staff","Shuichi","Marrakchi","1990-08-21","9999-01-01"
259619,"Senior Staff","Conal","Magliocco","1992-05-09","9999-01-01"
259718,"Senior Staff","Stepehn","Bouloucos","1997-09-16","9999-01-01"
260083,"Staff","Kwok","Journel","1997-12-22","1999-02-27"
260153,"Technique Leader","Mingdong","Baar","1991-10-14","9999-01-01"
260249,"Staff","Vugranam","Beausoleil","1998-05-14","9999-01-01"
260361,"Engineer","Reinhold","Rahier","1995-06-06","9999-01-01"
260399,"Senior Staff","Hatem","Birsak","1995-04-10","9999-01-01"
260408,"Senior Staff","Sasan","Brookner","2001-09-03","9999-01-01"
260501,"Technique Leader","Dzung","Pargas","1990-05-17","9999-01-01"
260545,"Senior Engineer","Fei","Rebaine","1995-05-05","1999-04-19"
261184,"Senior Engineer","Masako","Kornatzky","1987-08-29","9999-01-01"
261631,"Engineer","Jianhua","Huttel","1998-02-23","9999-01-01"
261662,"Senior Staff","Berni","Assaf","1989-09-08","9999-01-01"
261737,"Senior Engineer","Mark","Lindqvist","1997-11-22","9999-01-01"
261986,"Senior Engineer","Gila","Ramsak","1997-05-13","9999-01-01"
261990,"Senior Staff","Volkmar","Czaja","1998-04-01","9999-01-01"
262154,"Senior Engineer","Wonhee","Vrecion","1991-03-14","1996-08-28"
262208,"Senior Staff","Mrinalini","Holburn","1987-04-20","9999-01-01"
262210,"Senior Engineer","Chinho","Bottner","1999-07-30","9999-01-01"
262328,"Staff","Mayuko","Vural","1997-12-24","9999-01-01"
262439,"Senior Staff","Lorien","Lagarias","1994-10-10","9999-01-01"
262440,"Assistant Engineer","Subbu","Kaiserswerth","1992-06-15","1999-03-08"
262548,"Engineer","Jixiang","Loncour","1994-03-16","2001-02-20"
262636,"Senior Engineer","Tamiya","Reutenauer","1985-06-02","9999-01-01"
262741,"Senior Staff","Izaskun","Moffat","1994-04-30","2001-08-14"
262752,"Engineer","Pramod","Bierman","1997-12-12","9999-01-01"
262861,"Senior Staff","Kayoko","Attimonelli","1997-10-14","1999-01-20"
262928,"Senior Engineer","Piyush","Gill","1998-08-31","9999-01-01"
263012,"Staff","Hideo","Buchter","1999-05-01","9999-01-01"
263186,"Technique Leader","Danny","Lowrie","1995-09-13","9999-01-01"
263325,"Staff","Dinkar","Sinicrope","1985-07-12","1985-12-22"
263370,"Staff","Shakhar","Ranze","1999-05-29","9999-01-01"
263439,"Senior Engineer","Atreye","Kabayashi","1986-12-15","9999-01-01"
263645,"Senior Engineer","Mingsen","Lally","1990-12-04","9999-01-01"
263649,"Senior Staff","Mechthild","Zongker","1993-07-26","9999-01-01"
263721,"Engineer","Abdulah","Horswill","1999-06-12","2000-11-14"
263926,"Senior Staff","Fusako","Schwartzbauer","1993-04-07","9999-01-01"
264001,"Senior Engineer","Khalil","Mapelli","1990-01-15","1992-04-06"
264030,"Engineer","Zdislav","Solares","1998-12-14","9999-01-01"
264167,"Senior Engineer","Baoqiu","Tomescu","1996-05-01","9999-01-01"
264322,"Senior Staff","Leandro","Swist","1997-01-05","9999-01-01"
264626,"Senior Staff","Noritoshi","Bakhtari","1998-02-03","9999-01-01"
264715,"Staff","Siddarth","Luke","1993-10-06","1994-07-06"
264939,"Senior Engineer","Bogdan","Bahi","1992-02-10","9999-01-01"
265039,"Senior Staff","Navid","Staudhammer","2000-10-18","9999-01-01"
265521,"Senior Engineer","Kensei","Salverda","2001-05-25","9999-01-01"
265558,"Senior Staff","Susuma","Kleiser","1994-08-02","9999-01-01"
265794,"Senior Staff","Miquel","Halloran","2002-01-14","9999-01-01"
265875,"Senior Engineer","Fan","Marsiglia","1997-09-03","9999-01-01"
266206,"Senior Staff","Zsolt","Anily","1991-08-19","9999-01-01"
266249,"Senior Staff","Sumant","Nishimukai","1991-03-28","9999-01-01"
266310,"Senior Staff","Zvonko","Serdy","1992-06-23","9999-01-01"
266644,"Senior Staff","Anwar","Gubsky","1999-08-09","9999-01-01"
266689,"Senior Engineer","Parke","Serna","1985-03-29","1999-09-23"
266862,"Senior Staff","Mart","Plumb","1986-04-21","9999-01-01"
266881,"Senior Staff","Mokhtar","Sabnani","1997-08-28","9999-01-01"
266981,"Engineer","Toshimi","Kragelund","1993-02-20","1994-07-05"
267059,"Senior Staff","Moie","Tempesti","2000-06-28","9999-01-01"
267227,"Senior Engineer","Susuma","Tagansky","2001-01-21","9999-01-01"
267304,"Senior Staff","Jordanka","Axelband","1994-06-27","9999-01-01"
267504,"Staff","Mayuri","Flowers","1997-05-12","2000-11-07"
267667,"Senior Staff","Irena","Kaiserswerth","1994-09-05","9999-01-01"
267745,"Senior Engineer","Wojceich","Honglei","1997-12-27","2000-05-01"
268043,"Engineer","Narain","Mikschl","1997-11-02","9999-01-01"
268191,"Senior Engineer","LiMin","Teitelbaum","1995-11-01","9999-01-01"
268890,"Engineer","Somnath","Uhrik","1988-01-14","1994-12-09"
269186,"Technique Leader","Vitali","Dayang","1988-09-21","1992-10-21"
269568,"Staff","Rimli","Walston","1996-01-28","1999-08-10"
269728,"Senior Staff","Naftali","Kragelund","1993-05-15","9999-01-01"
270084,"Senior Staff","Ulises","Frolund","1993-07-26","9999-01-01"
270716,"Staff","Shunichi","Baer","1998-02-04","9999-01-01"
270792,"Engineer","Domenico","Wendorf","1988-09-08","1992-12-28"
270794,"Senior Staff","Dannz","Zhang","1991-06-26","9999-01-01"
270821,"Staff","Hatem","Bierbaum","1999-09-07","2000-04-11"
271106,"Engineer","Taisook","Kampfer","1997-11-30","9999-01-01"
271118,"Senior Engineer","Somnath","Nitsche","1999-08-14","1999-10-10"
271219,"Engineer","Odoardo","Tyugu","1994-11-07","9999-01-01"
271975,"Engineer","Yuchang","Busillo","1986-03-30","1989-11-14"
272141,"Senior Staff","Tsutomu","Neiman","1993-05-05","9999-01-01"
272285,"Senior Staff","Gully","Mitchem","1995-01-22","9999-01-01"
272316,"Engineer","Surveyors","Muhling","1999-07-19","9999-01-01"
272452,"Engineer","Mitsuyuki","Isard","1996-08-17","9999-01-01"
272599,"Senior Staff","Holgard","Hegner","1998-07-15","9999-01-01"
272860,"Assistant Engineer","Minghong","Candan","1994-02-10","9999-01-01"
273159,"Technique Leader","Divine","Hofmeyr","1989-04-14","9999-01-01"
273274,"Engineer","Yolla","Kobara","1995-12-29","1997-04-16"
273286,"Senior Engineer","Brigham","Asmuth","1996-01-24","9999-01-01"
273396,"Engineer","Wayne","Baba","1998-03-07","9999-01-01"
273806,"Senior Staff","Hongzhu","Beetstra","2000-01-24","9999-01-01"
273858,"Senior Staff","Gunilla","Matzen","1995-12-28","9999-01-01"
274071,"Staff","Mingsen","Weiland","1995-10-12","9999-01-01"
274271,"Senior Staff","Prodip","Ritcey","1993-09-10","9999-01-01"
274369,"Senior Staff","Ranga","Waymire","1997-01-27","9999-01-01"
274813,"Senior Staff","Yefim","Pettey","2000-08-07","9999-01-01"
275158,"Engineer","Satyanarayana","Brandsma","1999-12-08","9999-01-01"
275263,"Senior Engineer","Vojin","Laventhal","1999-10-18","9999-01-01"
275444,"Senior Engineer","Limsoon","Leppanen","2000-01-22","9999-01-01"
275495,"Staff","Shen","Yamaashi","1995-02-19","9999-01-01"
275801,"Senior Staff","Ayakannu","Heinisuo","1986-06-28","9999-01-01"
275881,"Senior Engineer","Jiann","Munro","1988-05-18","9999-01-01"
275994,"Senior Engineer","Uma","Prampolini","1998-02-21","9999-01-01"
276027,"Senior Staff","Holgard","Stavenow","1995-02-28","9999-01-01"
276184,"Senior Staff","Mari","Swick","1991-04-08","9999-01-01"
276186,"Senior Staff","Sajjad","Vecchi","1998-06-02","9999-01-01"
276189,"Senior Staff","Isaac","Klerer","2000-03-18","9999-01-01"
276445,"Senior Engineer","Atilio","Randi","1994-07-02","9999-01-01"
276472,"Senior Engineer","Hideyuki","Flanders","1994-11-10","9999-01-01"
276563,"Senior Staff","Gift","Solares","1995-08-01","9999-01-01"
276868,"Staff","Alois","Sanella","1998-03-13","9999-01-01"
276922,"Engineer","Yongmin","Sidje","1998-06-09","2002-02-20"
277316,"Senior Staff","Vitali","Rothenberg","1998-10-04","9999-01-01"
277362,"Senior Staff","Uzi","Kugler","1991-01-12","9999-01-01"
277420,"Senior Engineer","Rayond","Schach","2001-04-21","9999-01-01"
277777,"Senior Engineer","Herbert","Itzigehl","1990-07-04","9999-01-01"
277829,"Senior Engineer","Michaela","Fandrianto","1986-06-02","9999-01-01"
277926,"Senior Staff","Shaunak","Solovay","1992-12-26","1994-01-13"
278239,"Staff","Boaz","Bottner","1994-02-06","9999-01-01"
278386,"Technique Leader","Caolyn","Poujol","1995-12-03","9999-01-01"
278452,"Senior Staff","Sudhanshu","Toyoshima","1993-08-28","9999-01-01"
278484,"Staff","Koldo","Peternell","1992-11-05","1993-04-06"
278536,"Senior Staff","Munenori","Shobatake","1999-01-10","9999-01-01"
278549,"Senior Staff","Jaana","Werthner","1997-07-27","9999-01-01"
278883,"Engineer","Hidefumi","Saoudi","1990-09-15","1996-05-18"
278953,"Senior Engineer","Jeanna","Ghandeharizadeh","1990-08-11","9999-01-01"
279115,"Engineer","Maren","DuCasse","1997-11-29","9999-01-01"
279280,"Senior Engineer","Niranjan","Debuse","2001-09-21","9999-01-01"
279384,"Senior Staff","Hugo","Comte","1992-06-30","1993-12-05"
279791,"Engineer","Chiranjit","Lyonns","1995-12-24","9999-01-01"
280029,"Staff","Vasilii","Verhaegen","1991-03-25","1991-04-24"
280070,"Senior Staff","Niteen","Ebeling","1993-03-29","9999-01-01"
280291,"Staff","Lenore","Badache","1998-11-24","9999-01-01"
280411,"Technique Leader","Hironoby","Farrar","1987-11-03","1996-11-12"
280420,"Senior Staff","Jahangir","Hofting","1993-09-28","9999-01-01"
280525,"Staff","Kish","Herbst","1996-08-18","9999-01-01"
280648,"Senior Engineer","Heeju","Lorys","1992-12-26","9999-01-01"
280836,"Senior Engineer","Ipke","Farrar","1991-03-04","1999-12-03"
